"time","pa.Gp","pa.Ip","rag.Qgut","rag.Qsto1","rag.Qsto2","der(pa.Gp)","der(pa.Ip)","der(rag.Qgut)","der(rag.Qsto1)","der(rag.Qsto2)","pa.G","pa.I","pu.err","rag.Qsto","rag.Rameal","gen.delta","pu.insulin_out","pu.z","gen.meal_off","gen.meal_on","pu.fail","pa.Rameal","pa.insulin_from_pump","pu.glucose","rag.delta"
0.9999999999999999,36.78644466844077,2571.325580254213,7.888768527791649,10145.43854098416,346.4883451034716,-23.67221578636546,-246.0966246248891,23.21342243468194,9798.950196817994,677.1074585353554,36.78644466844077,54709.05489902582,-63.21355533155923,10491.92688608763,0.006597244476781512,100,0,-46.80905445376089,0,1,0,0.006597244476781512,0,36.78644466844077,100
1.1,34.50522293037194,2546.804029652623,10.43985727744034,11121.95580792277,417.3356699069229,-21.97336424099157,-244.3288360861508,27.87325197813288,9731.472853672536,739.6892515368952,34.50522293037194,54187.31977984305,-65.49477706962806,11539.2914778297,0.00873067710370011,100,0,-46.80905445376089,0,1,0,0.00873067710370011,0,34.50522293037194,100
1.1,34.50522293037194,2546.804029652623,10.43985727744034,11121.95580792277,417.3356699069229,-21.97336424099157,-244.3288360861508,27.87325197813288,9731.472853672536,739.6892515368952,34.50522293037194,54187.31977984305,-65.49477706962806,11539.2914778297,0.00873067710370011,100,0,-53.35853216072369,0,1,0,0.00873067710370011,0,34.50522293037194,100
1.2,32.38773505517796,2522.460854945452,13.47623533252157,12091.74860036308,494.396395414522,-20.39567109050313,-242.5297649779918,32.91758677841847,9664.460171714911,801.3770373619456,32.38773505517796,53669.37989245643,-67.61226494482204,12586.14499577761,0.01126994901702025,100,0,-53.35853216072369,0,1,0,0.01126994901702025,0,32.38773505517796,100
1.2,32.38773505517796,2522.460854945452,13.47623533252157,12091.74860036308,494.396395414522,-20.39567109050313,-242.5297649779918,32.91758677841847,9664.460171714911,801.3770373619456,32.38773505517796,53669.37989245643,-67.61226494482204,12586.14499577761,0.01126994901702025,100,0,-60.1197586552059,0,1,0,0.01126994901702025,0,32.38773505517796,100
1.3,30.42240876665935,2498.298993127836,17.03586926905984,13054.86322425257,577.5815888806762,-18.92842661152432,-240.7031766827858,38.3367734711936,9597.908951204148,862.1801610041977,30.42240876665935,53155.29772612418,-69.57759123334066,13632.44481313324,0.01424681102589518,100,0,-60.1197586552059,0,1,0,0.01424681102589518,0,30.42240876665935,100
1.3,30.42240876665935,2498.298993127836,17.03586926905984,13054.86322425257,577.5815888806762,-18.92842661152432,-240.7031766827858,38.3367734711936,9597.908951204148,862.1801610041977,30.42240876665935,53155.29772612418,-69.57759123334066,13632.44481313324,0.01424681102589518,100,0,-67.07751777853997,0,1,0,0.01424681102589518,0,30.42240876665935,100
1.4,28.5986958135291,2474.321022072469,21.15576798163037,14011.34566666758,666.8032477374601,-17.56184537473419,-238.8524934631882,44.12131145715584,9531.816014433271,922.1078811480714,28.5986958135291,52645.12812920147,-71.4013041864709,14678.14891440504,0.01769221304658469,100,0,-67.07751777853997,0,1,0,0.01769221304658469,0,28.5986958135291,100
1.4,28.5986958135291,2474.321022072469,21.15576798163037,14011.34566666758,666.8032477374601,-17.56184537473419,-238.8524934631882,44.12131145715584,9531.816014433271,922.1078811480714,28.5986958135291,52645.12812920147,-71.4013041864709,14678.14891440504,0.01769221304658469,100,0,-74.21764819718706,0,1,0,0.01769221304658469,0,28.5986958135291,100
1.5,26.90698379425585,2450.529193331518,25.87199785986037,14961.24159800916,761.9742910010166,-16.28698253126752,-236.9808241948751,50.26185090591915,9466.178205577567,981.1693709142622,26.90698379425585,52138.91900705358,-73.09301620574415,15723.21588901017,0.02163631679430801,100,0,-74.21764819718706,0,1,0,0.02163631679430801,0,26.90698379425585,100
1.5,26.90698379425585,2450.529193331518,25.87199785986037,14961.24159800916,761.9742910010166,-16.28698253126752,-236.9808241948751,50.26185090591915,9466.178205577567,981.1693709142622,26.90698379425585,52138.91900705358,-73.09301620574415,15723.21588901017,0.02163631679430801,100,0,-81.52694981776148,0,1,0,0.02163631679430801,0,26.90698379425585,100
1.6,25.3385159553302,2426.925462101235,31.2196977664932,15904.59637418367,863.0085507522048,-15.09565792804141,-235.0909914235244,56.74919078335337,9400.992390543908,1039.373718599114,25.3385159553302,51636.71195960074,-74.66148404466981,16767.60492493588,0.02610850830914697,100,0,-81.52694981776148,0,1,0,0.02610850830914697,0,25.3385159553302,100
1.6,25.3385159553302,2426.925462101235,31.2196977664932,15904.59637418367,863.0085507522048,-15.09565792804141,-235.0909914235244,56.74919078335337,9400.992390543908,1039.373718599114,25.3385159553302,51636.71195960074,-74.66148404466981,16767.60492493588,0.02610850830914697,100,0,-88.99309822222845,0,1,0,0.02610850830914697,0,25.3385159553302,100
1.7,23.88531821774735,2403.511514604173,37.23309381934904,16841.45503876856,969.820763690878,-13.9803873103818,-233.1855559950932,63.57427690213181,9336.255456821093,1096.729928407867,23.88531821774735,51138.54286391858,-76.11468178225265,17811.27580245943,0.03113741031795119,100,0,-88.99309822222845,0,1,0,0.03113741031795119,0,23.88531821774735,100
1.7,23.88531821774735,2403.511514604173,37.23309381934904,16841.45503876856,969.820763690878,-13.9803873103818,-233.1855559950932,63.57427690213181,9336.255456821093,1096.729928407867,23.88531821774735,51138.54286391858,-76.11468178225265,17811.27580245943,0.03113741031795119,100,0,-96.60456640045372,0,1,0,0.03113741031795119,0,23.88531821774735,100
1.8,22.54013275714372,2380.28879312024,43.94551397948992,17771.86232516299,1082.326562763182,-12.93431993964185,-231.2668394848809,70.72819999523102,9271.964313331237,1153.246921181827,22.54013275714372,50644.44240681362,-77.45986724285628,18854.18888792618,0.0367508944341752,100,0,-96.60456640045372,0,1,0,0.0367508944341752,0,22.54013275714372,100
1.8,22.54013275714372,2380.28879312024,43.94551397948992,17771.86232516299,1082.326562763182,-12.93431993964185,-231.2668394848809,70.72819999523102,9271.964313331237,1153.246921181827,22.54013275714372,50644.44240681362,-77.45986724285628,18854.18888792618,0.0367508944341752,100,0,-104.3505531247393,0,1,0,0.0367508944341752,0,22.54013275714372,100
1.900000000000001,21.29635752704407,2357.2585188763,51.389402447872,18695.86265872391,1200.44246886127,-11.95118201676605,-229.3369446295168,78.20219381213035,9208.115890282177,1208.933535119508,21.29635752704407,50154.43657183617,-78.70364247295592,19896.30512758518,0.04297609319755667,100,0,-104.3505531247393,0,1,0,0.04297609319755667,0,21.29635752704407,100
