84.0267511356, 0.0
3.74171276414, 0.0
98.1486227579, 213.11104855
62.9968934062, 0.0
1.8564851873, 0.0
95.4701176354, 0.0
8.09082216655, 0.0
103.619279224, 7060.56743133
98.1407750286, 6064.60175703
114.545721648, 0.0
119.824068726, 9763.74239394
104.430266215, 0.0
99.821407595, 5596.2728266
98.8337905661, 6293.04142008
97.834139638, 4606.01552892
106.010460359, 0.0
98.355779252, 5197.17356542
102.491314829, 0.0
103.036327261, 0.0
108.503044839, 8641.03058659
97.5520179648, 7912.11725358
97.7158040514, 4453.94899589
110.007862248, 8190.3066197
105.911634324, 0.0
109.617789839, 0.0
106.403563008, 0.0
99.155980662, 5599.33539453
110.541055651, 10144.5958212
117.312138177, 0.0
121.754246069, 0.0
100.78206852, 6823.18636874
112.927345499, 0.0
106.851213749, 0.0
95.9434503156, 7170.36778105
112.455229034, 7668.9260709
95.510042926, 7769.76073427
106.137416124, 9385.05792999
116.205869072, 0.0
100.373695266, 2687.86987062
99.3484517289, 4107.37441486
95.1314364297, 8594.03902345
109.178023901, 8981.45240866
99.5118186318, 4043.82410418
107.687600109, 8322.14459535
117.707397009, 0.0
101.869961601, 7912.17880431
109.229742954, 0.0
97.8345436843, 4352.05991423
102.899669612, 8950.58574325
108.085931109, 0.0
117.698209999, 0.0
106.3901313, 8268.68214507
104.381510396, 0.0
109.33195807, 7757.12615958
97.4914825097, 6422.05659183
105.43345234, 0.0
118.377376379, 0.0
108.954304979, 0.0
98.8332257454, 4934.64700047
99.0504566721, 4977.08900606
98.8951492242, 4950.01463917
118.357605504, 0.0
110.799867961, 0.0
127.152200835, 0.0
108.387966658, 7774.76697579
121.978695094, 0.0
114.412143696, 8161.91546965
113.610007386, 9553.75032012
105.977541178, 0.0
106.757288937, 7842.69357104
118.433117794, 0.0
104.791085815, 6613.26899259
123.944382444, 0.0
105.657122747, 0.0
100.882600327, 6864.77938812
99.4330507111, 4029.96890791
99.3188574164, 4508.70311335
104.995297824, 12.3965448174
105.509961943, 0.0
107.412552993, 0.0
112.984593687, 0.0
107.684514989, 0.0
117.935125128, 0.0
103.961181348, 0.0
105.3678794, 0.0
106.226278991, 0.0
115.37857431, 0.0
97.0722196235, 6169.0970945
127.298672299, 0.0
99.7250775957, 7589.40441279
117.440319389, 9686.74859839
115.704793917, 8868.31481248
101.462223329, 8529.18832581
100.205249869, 5820.85691521
99.3467330179, 7273.98514797
100.164093126, 7334.93575368
103.97929772, 231.679104108
110.404402984, 0.0
129.592564843, 0.0
123.729431796, 0.0
97.8395710102, 6860.54535222
100.936319499, 7410.18421211
97.3809999378, 6456.87400261
98.3059777998, 6886.21387877
100.175977465, 7946.65794716
116.847962936, 0.0
125.986932809, 0.0
107.936269172, 8412.4861861
107.962657198, 0.0
120.260435403, 0.0
104.275511882, 0.0
99.0850345699, 5672.29123131
107.98027511, 0.0
115.301887511, 0.0
106.818182396, 7154.75205507
97.7215514385, 6599.33556841
128.170194201, 0.0
98.7823143995, 5258.2772612
120.507236323, 0.0
98.4388208998, 5564.21239009
106.849803908, 0.0
109.221790449, 7778.40283048
122.404412631, 0.0
105.562074403, 0.0
105.595744148, 0.0
105.076943783, 0.0
108.357633426, 0.0
98.4920173167, 7129.0052136
99.2207142217, 3055.43903057
105.088705792, 0.0
104.155324741, 7537.02508212
123.397797581, 0.0
97.0110588301, 5908.86726297
107.036215114, 0.0
111.45569904, 8976.85150373
99.538813755, 3163.4884007
97.6228296161, 6474.73821771
118.425199531, 0.0
104.21352965, 7395.114326
111.506667366, 8038.88823572
117.9569379, 10328.3167639
104.170515906, 8609.72954246
97.1481122013, 5572.08122266
99.8662856841, 6709.76085405
115.828762799, 0.0
104.583853078, 0.0
104.79727568, 74.2374805383
119.439232193, 10174.2826426
109.916100668, 0.0
111.7434655, 0.0
127.101875863, 0.0
120.269495889, 0.0
97.9214298184, 6299.18448804
106.568756024, 0.0
97.1050811683, 5501.54464265
128.541800516, 0.0
128.088257246, 0.0
104.112626877, 8145.05132337
110.746180802, 8234.78341256
118.633140306, 0.0
99.1410806703, 4555.80631059
107.3305753, 0.0
109.928758509, 0.0
105.605382152, 0.0
105.973601375, 8164.48692893
111.98890999, 0.0
96.9405752716, 5824.78371467
105.223900947, 8715.18061332
109.297876026, 8646.82139258
99.3815592938, 3373.03253087
110.917859362, 8926.54810206
117.427750581, 0.0
105.034926969, 0.0
135.25455329, 0.0
107.639985169, 8037.44908043
106.285744554, 0.0
102.327864512, 8287.86546367
102.357243092, 7216.07927205
106.013329042, 0.0
104.399912416, 0.0
96.9491755118, 6013.11458094
114.382567481, 0.0
99.8156114881, 7804.74959724
129.744894739, 0.0
133.889917002, 0.0
124.440953024, 9071.04794573
107.478739206, 0.0
108.962332022, 0.0
99.2376961177, 3864.19333611
98.6071088904, 6246.37475489
114.207759352, 8072.86953251
99.5665276598, 2642.10480959
122.8119637, 0.0
103.352936679, 7545.42454348
130.532420549, 0.0
116.831875039, 7722.1151622
102.654736668, 0.0
98.3680743988, 6828.99149505
96.5825984009, 12240.3954738
108.810714354, 0.0
99.0384088169, 4348.46045987
98.0561932148, 6701.97975737
126.707979627, 0.0
101.94525582, 0.0
118.614187945, 9653.25529115
112.07207592, 7759.73961108
97.3179212817, 6401.3160132
105.225784953, 0.0
131.553522908, 0.0
99.2692189102, 3910.70315692
98.3667103639, 10028.6340812
104.907406136, 0.0
96.8403034955, 6526.99239632
106.116258509, 0.0
140.398033405, 0.0
104.988531482, 0.0
104.929933212, 0.0
116.235132418, 12932.6633199
